,OBJECTID,BYGNING_ID,FYLKES_NR,FYLKES_NAVN,KOMMUNE_NR,KOMMUNE_NAVN,BYGNINGS_NR,BYGNING_LNR,BYGNINGSTYPE_NR,BYGNINGSTYPE_NAVN,BYGNINGSSTATUS_NR,BYGNINGSSTATUS_NAVN,GODKJENT_DATO,IGANGSATT_DATO,TATT_I_BRUK_DATO,TATT_I_BRUK,NAERINGSGRUPPE_KODE,NAERINGSGRUPPE_NAVN,PAABYGG_TILBYGG_KODE,PAABYGG_TILBYGG_NAVN,REGISTRERT_IGANGSATT_DATO,REGISTRERT_GODKJENT_DATO,VANNFORSYNING_NR,VANNFORSYNING_NAVN,BRUKSAREAL_TOTALT,BRUKSAREAL_BOLIG,BRUKSAREAL_ANNET_BOLIG,ANTALL_ETASJER,ANTALL_BOLIGER,LKOORDINAT_TYPE,LKOORDINATSYSTEM_NR,LKOORDINATSYSTEM_NAVN,LKOORDINAT_KVALITET_KODE,LKOORDINAT_KVALITET_NAVN,LX_KOORDINAT,LY_KOORDINAT,LZ_KOORDINAT,UKOORDINAT_TYPE,UKOORDINATSYSTEM_NR,UKOORDINATSYSTEM_NAVN,UKOORDINAT_KVALITET_KODE,UKOORDINAT_KVALITET_NAVN,UX_KOORDINAT,UY_KOORDINAT,UZ_KOORDINAT,EIENDOM_ANTALL,HAR_HEIS,BEBYGD_AREAL,Energistandard_profet,Byggtype_profet,Energiomraadeid,Energibronn,tatt_i_bruk_sammenstilt,Byggutvalgsident,Planforslag,SHAPE,oppgraderes,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,grunnvarme_meter,grunnvarme_kostnad,_nettutveksling_energi,_nettutveksling_vintereffekt,_nettutveksling_sommereffekt,_termisk_energibehov_sum,_levert_fra_kilde_sum,_fjernvarmeproduksjon_sum,_elspesifikt_energibehov_sum,_kompressor_sum,_spisslast_sum,_solcelleproduksjon_sum,_termisk_energibehov_vintereffekt,_levert_fra_kilde_vintereffekt,_fjernvarmeproduksjon_vintereffekt,_elspesifikt_energibehov_vintereffekt,_kompressor_vintereffekt,_spisslast_vintereffekt,_solcelleproduksjon_vintereffekt,_termisk_energibehov_sommereffekt,_levert_fra_kilde_sommereffekt,_fjernvarmeproduksjon_sommereffekt,_elspesifikt_energibehov_sommereffekt,_kompressor_sommereffekt,_spisslast_sommereffekt,_solcelleproduksjon_sommereffekt,scenario_navn,_utetemperatur,_termisk_energibehov,_elspesifikt_energibehov,_kompressor,_levert_fra_kilde,_spisslast,_fjernvarmeproduksjon,_solcelleproduksjon,_nettutveksling_energi_liste
63,64,2987711,50,TRØNDELAG,5001,TRONDHEIM,182065463,0,143,Stort frittliggende boligbygg på 5 etg. el. mer,TB,Tatt i bruk,19570320,19570420,19580420,20030522,X,Bolig,,,20030522,20030522,,Ikke utfylt,3375.0,3375.0,0.0,12,40,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,7036916.0,572093.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,7044176.86,273048.57,0.0,1,J,0.0,Y,B,A,,19580420,P3,,"{'x': 572093, 'y': 7036916, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,False,False,False,False,0,0,0.4992,0.123,0.032,0.3639562716,0.0,0.0,0.1352606403,0.0,0.0,0.0,0.1087868293,0,0,0.0137826562,0,0,0,0.0161919105,0,0,0.0157564686,0,0,0,Referansesituasjon,[0],"[49.60418569 44.80023161 42.2470431  ... 65.69518736 58.5580077
 53.91214571]","[14.05490636 10.94104699  9.83503114 ... 24.14517187 21.52476551
 17.08368739]",0,0,0,0,0,"[63.65909205 55.7412786  52.08207424 ... 89.84035924 80.08277321
 70.9958331 ]"
64,65,2987712,50,TRØNDELAG,5001,TRONDHEIM,182065471,0,143,Stort frittliggende boligbygg på 5 etg. el. mer,TB,Tatt i bruk,19590128,19590228,19600228,20030522,X,Bolig,,,20030522,20030522,,Ikke utfylt,3725.0,3725.0,0.0,12,40,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,7036958.0,572142.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,7044214.12,273101.32,0.0,1,J,0.0,Y,B,A,,19600228,P3,,"{'x': 572142, 'y': 7036958, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,False,False,False,False,0,0,0.551,0.135,0.035,0.4016998849,0.0,0.0,0.1492876697,0.0,0.0,0.0,0.1200684264,0,0,0.0152119688,0,0,0,0.0178710715,0,0,0.0173904728,0,0,0,Referansesituasjon,[0],"[54.74832346 49.44618156 46.62821794 ... 72.50802161 64.63068998
 59.5030349 ]","[15.51245221 12.07567408 10.85496029 ... 26.64911563 23.75696342
 18.85532904]",0,0,0,0,0,"[70.26077567 61.52185564 57.48317823 ... 99.15713723 88.3876534
 78.35836394]"
65,66,2987713,50,TRØNDELAG,5001,TRONDHEIM,182065498,0,181,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,20060215,Y,Annet som ikke er næring,,,10101,10101,,Ikke utfylt,88.0,88.0,0.0,1,,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,7036952.0,572110.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,7044211.13,273068.88,0.0,1,N,0.0,Y,A,A,,20060215,P3,,"{'x': 572110, 'y': 7036952, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,False,False,False,False,0,0,0.0115,0.003,0.001,0.0079515506,0.0,0.0,0.003526796,0.0,0.0,0.0,0.0025993075,0,0,0.00035937,0,0,0,0.0002090975,0,0,0.0004108353,0,0,0,Referansesituasjon,[0],[1.20367691 1.12398028 1.08191014 ... 1.52337294 1.37107954 1.3008183 ],[0.36646867 0.28527767 0.25643933 ... 0.629563   0.56123833 0.44544133],0,0,0,0,0,[1.57014558 1.40925795 1.33834947 ... 2.15293594 1.93231787 1.74625963]
66,67,2987714,50,TRØNDELAG,5001,TRONDHEIM,182065501,0,181,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,20060215,Y,Annet som ikke er næring,,,10101,10101,,Ikke utfylt,189.0,0.0,189.0,1,,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,7036962.0,572093.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,7044222.69,273052.88,0.0,1,N,0.0,Y,A,A,,20060215,P3,,"{'x': 572093, 'y': 7036962, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,False,False,False,False,0,0,0.0247,0.006,0.001,0.017077762,0.0,0.0,0.0075745959,0.0,0.0,0.0,0.0055826036,0,0,0.0007718287,0,0,0,0.0004490844,0,0,0.0008823622,0,0,0,Referansesituasjon,[0],[2.58516973 2.4140031  2.32364791 ... 3.2717896  2.94470492 2.79380293],[0.78707476 0.61269863 0.55076174 ... 1.35212962 1.20538687 0.95668649],0,0,0,0,0,[3.37224448 3.02670174 2.87440966 ... 4.62391923 4.15009179 3.75048943]
67,68,4345647,50,TRØNDELAG,5001,TRONDHEIM,196088865,0,319,Annen kontorbygning,TB,Tatt i bruk,19550126,19550226,19560226,20030520,Q,Helse- og sosialtjenester,,,20030520,20030520,,Ikke utfylt,673.0,0.0,673.0,3,,L,22,EUREF89 UTM Sone 32,--,UOppgitt,7036916.0,572186.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,7044168.16,273141.21,0.0,1,N,0.0,Y,C,A,,19560226,P3,,"{'x': 572186, 'y': 7036916, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,False,False,False,False,0,0,0.1573,0.038,0.027,0.0409068035,0.0,0.0,0.116371166,0.0,0.0,0.0,0.020443213,0,0,0.0172691733,0,0,0,0.0016384336,0,0,0.0248844138,0,0,0,Referansesituasjon,[0],[5.64166983 5.69334916 5.52530692 ... 6.39956642 6.04519336 6.11466957],[7.56980843 7.53079934 7.51051512 ... 7.85385347 7.74931705 7.61260047],0,0,0,0,0,"[13.21147826 13.2241485  13.03582203 ... 14.25341989 13.79451041
 13.72727004]"
68,69,4344220,50,TRØNDELAG,5001,TRONDHEIM,196089306,0,181,Garasjeuthus anneks til bolig,TB,Tatt i bruk,19740424,19740524,19741124,20030518,Y,Annet som ikke er næring,,,20030518,20030518,,Ikke utfylt,25.0,0.0,25.0,1,,L,22,EUREF89 UTM Sone 32,,,7036656.3,571941.8,,U,23,EUREF89 UTM Sone 33,,,7043932.31,272873.63,0.0,1,N,0.0,Y,A,A,,19741124,P3,,"{'x': 571941.7999999998, 'y': 7036656.300000001, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,False,False,False,False,0,0,0.0033,0.001,0.0,0.0022589632,0.0,0.0,0.0010019307,0.0,0.0,0.0,0.0007384396,0,0,0.0001020938,0,0,0,5.94027e-05,0,0,0.0001167146,0,0,0,Referansesituasjon,[0],[0.34195367 0.31931258 0.30736083 ... 0.4327764  0.38951123 0.36955065],[0.10411042 0.08104479 0.07285208 ... 0.17885313 0.15944271 0.12654583],0,0,0,0,0,[0.44606408 0.40035737 0.38021292 ... 0.61162953 0.54895394 0.49609649]
69,70,4374167,50,TRØNDELAG,5001,TRONDHEIM,196103228,0,243,Veksthus,TB,Tatt i bruk,19931112,19931212,19940412,20030821,Q,Helse- og sosialtjenester,,,20030821,20030821,,Ikke utfylt,135.0,0.0,135.0,1,,L,22,EUREF89 UTM Sone 32,--,UOppgitt,7036688.0,572398.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,7043921.18,273331.06,0.0,1,N,0.0,Y,L,A,,19940412,P3,,"{'x': 572398, 'y': 7036688, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,False,False,False,False,0,0,0.0289,0.007,0.005,0.0104222431,0.0,0.0,0.0184881678,0.0,0.0,0.0,0.0042941837,0,0,0.0026042329,0,0,0,0.0006011986,0,0,0.0039170269,0,0,0,Referansesituasjon,[0],[1.3257771  1.32009796 1.30777301 ... 1.54748618 1.45481341 1.41969482],[1.37520419 1.35013577 1.33688117 ... 1.46249034 1.42155842 1.38268079],0,0,0,0,0,[2.70098129 2.67023373 2.64465419 ... 3.00997652 2.87637183 2.8023756 ]
70,71,4972609,50,TRØNDELAG,5001,TRONDHEIM,300057030,0,239,Annen lagerbygning,FA,Ferdigattest,10101,10101,10101,20090513,Y,Annet som ikke er næring,,,10101,10101,,Ikke utfylt,0.0,0.0,0.0,0,,L,22,EUREF89 UTM Sone 32,,,7036952.3,572533.5,,U,23,EUREF89 UTM Sone 33,,,7044171.78,273490.78,0.0,1,N,0.0,Y,W,A,,20090513,P3,,"{'x': 572533.5, 'y': 7036952.300000001, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,Referansesituasjon,[0],[0],[0],0,0,0,0,0,0
71,72,4972610,50,TRØNDELAG,5001,TRONDHEIM,300057035,0,239,Annen lagerbygning,FA,Ferdigattest,10101,10101,10101,20090513,Y,Annet som ikke er næring,,,10101,10101,,Ikke utfylt,0.0,0.0,0.0,0,,L,22,EUREF89 UTM Sone 32,,,7036897.4,572384.2,,U,23,EUREF89 UTM Sone 33,,,7044131.07,273336.92,0.0,1,N,0.0,Y,W,A,,20090513,P3,,"{'x': 572384.2000000002, 'y': 7036897.3999999985, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,Referansesituasjon,[0],[0],[0],0,0,0,0,0,0
72,73,4972611,50,TRØNDELAG,5001,TRONDHEIM,300057037,0,239,Annen lagerbygning,FA,Ferdigattest,10101,10101,10101,20090513,Y,Annet som ikke er næring,,,10101,10101,,Ikke utfylt,0.0,0.0,0.0,0,,L,22,EUREF89 UTM Sone 32,,,7036811.1,572440.4,,U,23,EUREF89 UTM Sone 33,,,7044039.84,273384.82,0.0,1,N,0.0,Y,W,A,,20090513,P3,,"{'x': 572440.4000000004, 'y': 7036811.1000000015, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,Referansesituasjon,[0],[0],[0],0,0,0,0,0,0
73,74,4972612,50,TRØNDELAG,5001,TRONDHEIM,300057038,0,239,Annen lagerbygning,FA,Ferdigattest,10101,10101,10101,20090513,Y,Annet som ikke er næring,,,10101,10101,,Ikke utfylt,0.0,0.0,0.0,0,,L,22,EUREF89 UTM Sone 32,,,7036849.4,572545.7,,U,23,EUREF89 UTM Sone 33,,,7044068.13,273493.3,0.0,1,N,0.0,Y,W,A,,20090513,P3,,"{'x': 572545.7000000002, 'y': 7036849.3999999985, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,Referansesituasjon,[0],[0],[0],0,0,0,0,0,0
74,75,5219922,50,TRØNDELAG,5001,TRONDHEIM,300246198,0,239,Annen lagerbygning,FA,Ferdigattest,10101,20110902,20130624,20130625,Q,Helse- og sosialtjenester,,,20110923,10101,,Ikke utfylt,14.0,0.0,14.0,1,,L,22,EUREF89 UTM Sone 32,,,7036752.9,572121.6,,U,23,EUREF89 UTM Sone 33,,,7044011.71,273061.79,0.0,1,N,17.0,Y,W,A,,20130624,P3,,"{'x': 572121.5999999996, 'y': 7036752.8999999985, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,Referansesituasjon,[0],[0],[0],0,0,0,0,0,0
75,76,5384266,50,TRØNDELAG,5001,TRONDHEIM,300387151,0,612,Barnehage,FA,Ferdigattest,20130422,20130716,20140818,20140819,P,Undervisning,,,20130814,20130814,,Ikke utfylt,1250.0,0.0,1250.0,3,,L,22,EUREF89 UTM Sone 32,,,7036696.86,572039.61,,U,23,EUREF89 UTM Sone 33,,,7043963.56,272974.87,0.0,1,J,810.0,Y,F,A,,20140818,P3,,"{'x': 572039.6100000003, 'y': 7036696.859999999, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,False,False,False,False,0,0,0.1978,0.086,0.03,0.1044791342,0.0,0.0,0.093285471,0.0,0.0,0.0,0.071296695,0,0,0.0149485012,0,0,0,0.0076986692,0,0,0.0221943825,0,0,0,Referansesituasjon,[0],"[10.79649288 11.23874437 11.2231985  ... 12.48133425 11.09112063
 11.47796863]",[5.73015525 5.73015525 5.64596575 ... 5.35781225 5.5149065  5.65143212],0,0,0,0,0,"[16.52664813 16.96889962 16.86916425 ... 17.8391465  16.60602713
 17.12940075]"
76,77,5565229,50,TRØNDELAG,5001,TRONDHEIM,300535827,0,719,Sykehus,FA,Ferdigattest,20151216,20160203,20170901,20170904,Q,Helse- og sosialtjenester,,,20160204,20151218,,Ikke utfylt,4265.0,0.0,4265.0,2,,L,22,EUREF89 UTM Sone 32,,,7037001.41,572450.61,,U,23,EUREF89 UTM Sone 33,,,7044228.47,273412.81,0.0,1,N,3260.0,Y,K,A,,20170901,P3,,"{'x': 572450.6100000003, 'y': 7037001.41, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,0,0,0.9134,0.218,0.143,0.3292656803,0.0,0.0,0.5840891538,0.0,0.0,0.0,0.1356643955,0,0,0.08227447,0,0,0,0.0189934226,0,0,0.1237490347,0,0,0,Referansesituasjon,[0],"[41.88473574 41.705317   41.31593999 ... 48.88910046 45.96132723
 44.85183994]","[43.44626569 42.65428931 42.23554223 ... 46.20386158 44.91071614
 43.68247077]",0,0,0,0,0,"[85.33100143 84.35960631 83.55148221 ... 95.09296204 90.87204337
 88.53431072]"
77,78,5689254,50,TRØNDELAG,5001,TRONDHEIM,300639294,0,319,Annen kontorbygning,IG,Igangsettingstillatelse,20170823,20170823,10101,10101,M,"Faglig, vitenskapelig og teknisk tjenesteyting",,,20170824,20170824,,Ikke utfylt,164.0,0.0,164.0,1,,L,22,EUREF89 UTM Sone 32,,,7037155.47,572149.62,,U,23,EUREF89 UTM Sone 33,,,7044410.12,273127.39,0.0,1,N,176.0,X,,A,,10101,P3,,"{'x': 572149.6200000001, 'y': 7037155.469999999, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,Referansesituasjon,[0],[0],[0],0,0,0,0,0,0
78,79,5751423,50,TRØNDELAG,5001,TRONDHEIM,300692778,0,619,Annen skolebygning,TB,Tatt i bruk,10101,10101,20180101,20180706,P,Undervisning,,,10101,10101,,Ikke utfylt,24.0,0.0,24.0,1,,L,22,EUREF89 UTM Sone 32,,,7036708.3,572064.4,,U,23,EUREF89 UTM Sone 33,,,7043972.64,273000.63,0.0,1,N,30.0,Y,G,A,,20180101,P3,,"{'x': 572064.4000000004, 'y': 7036708.300000001, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,False,False,False,False,0,0,0.003,0.001,0.0,0.0015472543,0.0,0.0,0.0014650848,0.0,0.0,0.0,0.0007176655,0,0,0.0003318288,0,0,0,0.0001105593,0,0,0.0002191068,0,0,0,Referansesituasjon,[0],[0.20242847 0.19787721 0.19642063 ... 0.2277313  0.21508483 0.20614116],[0.11314075 0.11266417 0.11089142 ... 0.1191812  0.11595107 0.11404468],0,0,0,0,0,[0.31556921 0.31054138 0.30731206 ... 0.3469125  0.33103591 0.32018584]
79,80,5751424,50,TRØNDELAG,5001,TRONDHEIM,300692780,0,619,Annen skolebygning,TB,Tatt i bruk,10101,10101,20180101,20180706,P,Undervisning,,,10101,10101,,Ikke utfylt,25.0,0.0,25.0,1,,L,22,EUREF89 UTM Sone 32,,,7036674.31,572055.54,,U,23,EUREF89 UTM Sone 33,,,7043939.61,272988.63,0.0,1,N,31.0,Y,G,A,,20180101,P3,,"{'x': 572055.54, 'y': 7036674.309999999, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,False,False,False,False,0,0,0.0031,0.001,0.0,0.0016117232,0.0,0.0,0.00152613,0.0,0.0,0.0,0.0007475683,0,0,0.000345655,0,0,0,0.0001151659,0,0,0.0002282362,0,0,0,Referansesituasjon,[0],[0.21086299 0.20612209 0.20460483 ... 0.2372201  0.2240467  0.21473037],[0.11785495 0.11735851 0.1155119  ... 0.12414709 0.12078237 0.11879655],0,0,0,0,0,[0.32871793 0.3234806  0.32011673 ... 0.36136719 0.34482907 0.33352692]
80,81,5752892,50,TRØNDELAG,5001,TRONDHEIM,300694013,0,239,Annen lagerbygning,IG,Igangsettingstillatelse,20180713,20180713,10101,10101,Y,Annet som ikke er næring,,,20180713,20180713,,Ikke utfylt,40.0,0.0,40.0,1,,L,22,EUREF89 UTM Sone 32,,,7037132.07,572151.17,,U,23,EUREF89 UTM Sone 33,,,7044386.66,273126.75,0.0,1,N,46.0,X,,A,,10101,P3,,"{'x': 572151.1699999999, 'y': 7037132.07, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,Referansesituasjon,[0],[0],[0],0,0,0,0,0,0
81,82,5837684,50,TRØNDELAG,5001,TRONDHEIM,300763648,0,739,Annen primærhelsebygning,FA,Ferdigattest,20190913,20190916,20210611,20210614,M,"Faglig, vitenskapelig og teknisk tjenesteyting",,,20190916,20190913,,Ikke utfylt,6090.0,0.0,6090.0,2,,L,22,EUREF89 UTM Sone 32,,,7036913.89,572604.54,,U,23,EUREF89 UTM Sone 33,,,7044126.87,273557.96,0.0,1,J,5000.0,Y,L,A,,20210611,P3,,"{'x': 572604.54, 'y': 7036913.890000001, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,False,False,False,False,0,0,1.3042,0.311,0.204,0.4701589667,0.0,0.0,0.8340217928,0.0,0.0,0.0,0.1937153971,0,0,0.1174798411,0,0,0,0.0271207371,0,0,0.1767014353,0,0,0,Referansesituasjon,[0],"[59.807278   59.55108571 58.99509367 ... 69.80882105 65.6282492
 64.04401061]","[62.03698899 60.90612471 60.30819511 ... 65.97456436 64.12808002
 62.37426659]",0,0,0,0,0,"[121.84426699 120.45721042 119.30328879 ... 135.78338542 129.75632922
 126.4182772 ]"
82,83,6097270,50,TRØNDELAG,5001,TRONDHEIM,301144085,0,319,Annen kontorbygning,TB,Tatt i bruk,10101,10101,20221103,20221216,Q,Helse- og sosialtjenester,,,10101,10101,,Ikke utfylt,120.0,0.0,120.0,2,,L,22,EUREF89 UTM Sone 32,--,UOppgitt,7036745.89,572089.85,,U,23,EUREF89 UTM Sone 33,--,UOppgitt,7044007.7,273029.51,0.0,1,N,0.0,Y,C,A,,20221103,P3,,"{'x': 572089.8499999996, 'y': 7036745.890000001, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,False,False,False,False,0,0,0.028,0.007,0.005,0.0072939323,0.0,0.0,0.0207496878,0.0,0.0,0.0,0.0036451494,0,0,0.0030791988,0,0,0,0.0002921427,0,0,0.0044370426,0,0,0,Referansesituasjon,[0],[1.0059441  1.01515884 0.98519588 ... 1.14108168 1.0778948  1.09028284],[1.34974296 1.3427874  1.3391706  ... 1.40038992 1.38175044 1.35737304],0,0,0,0,0,[2.35568706 2.35794624 2.32436648 ... 2.5414716  2.45964524 2.44765588]
83,84,6098753,50,TRØNDELAG,5001,TRONDHEIM,301146937,0,722,Bo- og behandlingssenter,RA,Rammetillatelse,20221223,10101,10101,10101,Q,Helse- og sosialtjenester,,,10101,20221223,,Ikke utfylt,236.0,0.0,236.0,2,,L,22,EUREF89 UTM Sone 32,,,7036722.24,572229.73,,U,23,EUREF89 UTM Sone 33,,,7043971.04,273166.64,0.0,1,N,130.0,Y,J,A,,10101,P3,,"{'x': 572229.7300000004, 'y': 7036722.239999998, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,False,False,False,False,0,0,0.05,0.011,0.005,0.0260099774,0.0,0.0,0.0239966586,0.0,0.0,0.0,0.0081945831,0,0,0.0029729982,0,0,0,0.0018832548,0,0,0.0031738035,0,0,0,Referansesituasjon,[0],[3.17403105 3.16127067 3.16122484 ... 3.79283232 3.51237308 3.32214986],[2.09292647 2.05816355 2.06382979 ... 2.37063694 2.26206481 2.15016603],0,0,0,0,0,[5.26695752 5.21943422 5.22505463 ... 6.16346927 5.7744379  5.47231589]
84,85,6098755,50,TRØNDELAG,5001,TRONDHEIM,301146942,0,722,Bo- og behandlingssenter,RA,Rammetillatelse,20221223,10101,10101,10101,Q,Helse- og sosialtjenester,,,10101,20221223,,Ikke utfylt,184.0,0.0,184.0,1,,L,22,EUREF89 UTM Sone 32,,,7036698.02,572235.16,,U,23,EUREF89 UTM Sone 33,,,7043946.41,273169.78,0.0,1,N,210.0,Y,J,A,,10101,P3,,"{'x': 572235.1600000001, 'y': 7036698.02, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,False,False,False,False,0,0,0.039,0.009,0.004,0.0202789655,0.0,0.0,0.0187092593,0.0,0.0,0.0,0.006388997,0,0,0.0023179308,0,0,0,0.0014683003,0,0,0.0024744909,0,0,0,Referansesituasjon,[0],[2.47466827 2.4647195  2.46468377 ... 2.95712351 2.73846037 2.59015074],[1.63177318 1.60466989 1.60908764 ... 1.84829321 1.76364375 1.67640063],0,0,0,0,0,[4.10644145 4.06938939 4.07377141 ... 4.80541672 4.50210412 4.26655137]
85,86,6098758,50,TRØNDELAG,5001,TRONDHEIM,301146945,0,722,Bo- og behandlingssenter,RA,Rammetillatelse,20221223,10101,10101,10101,Q,Helse- og sosialtjenester,,,10101,20221223,,Ikke utfylt,310.0,0.0,310.0,2,,L,22,EUREF89 UTM Sone 32,,,7036710.29,572250.75,,U,23,EUREF89 UTM Sone 33,,,7043957.17,273186.46,0.0,1,N,190.0,Y,J,A,,10101,P3,,"{'x': 572250.75, 'y': 7036710.289999999, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,False,False,False,False,0,0,0.0657,0.015,0.007,0.0341656483,0.0,0.0,0.0315210346,0.0,0.0,0.0,0.010764071,0,0,0.0039052095,0,0,0,0.0024737669,0,0,0.0041689792,0,0,0,Referansesituasjon,[0],[4.16927807 4.15251656 4.15245635 ... 4.98211025 4.61371041 4.36384092],[2.74918307 2.70351992 2.71096286 ... 3.11397226 2.97135632 2.82437063],0,0,0,0,0,[6.91846115 6.85603648 6.86341922 ... 8.09608251 7.58506673 7.18821155]
86,87,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,Y,A,A,,,P2,1,"{'x': 571913.2309999997, 'y': 7036682.999899998, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,False,False,False,False,0,0,0.013,0.003,0.001,0.0090358529,0.0,0.0,0.0040077227,0.0,0.0,0.0,0.0029537585,0,0,0.000408375,0,0,0,0.0002376108,0,0,0.0004668583,0,0,0,Referansesituasjon,[0],[1.36781467 1.27725032 1.22944334 ... 1.73110561 1.55804493 1.47820261],[0.41644167 0.32417917 0.29140833 ... 0.7154125  0.63777083 0.50618333],0,0,0,0,0,[1.78425634 1.60142949 1.52085167 ... 2.44651811 2.19581576 1.98438594]
87,88,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,Y,A,A,,,P2,1,"{'x': 571915.5981999999, 'y': 7036687.643100001, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,False,False,False,False,0,0,0.013,0.003,0.001,0.0090358529,0.0,0.0,0.0040077227,0.0,0.0,0.0,0.0029537585,0,0,0.000408375,0,0,0,0.0002376108,0,0,0.0004668583,0,0,0,Referansesituasjon,[0],[1.36781467 1.27725032 1.22944334 ... 1.73110561 1.55804493 1.47820261],[0.41644167 0.32417917 0.29140833 ... 0.7154125  0.63777083 0.50618333],0,0,0,0,0,[1.78425634 1.60142949 1.52085167 ... 2.44651811 2.19581576 1.98438594]
88,89,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,Y,A,A,,,P2,1,"{'x': 571918.5040999996, 'y': 7036691.767299999, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,False,False,False,False,0,0,0.013,0.003,0.001,0.0090358529,0.0,0.0,0.0040077227,0.0,0.0,0.0,0.0029537585,0,0,0.000408375,0,0,0,0.0002376108,0,0,0.0004668583,0,0,0,Referansesituasjon,[0],[1.36781467 1.27725032 1.22944334 ... 1.73110561 1.55804493 1.47820261],[0.41644167 0.32417917 0.29140833 ... 0.7154125  0.63777083 0.50618333],0,0,0,0,0,[1.78425634 1.60142949 1.52085167 ... 2.44651811 2.19581576 1.98438594]
